minecraft:bamboo_jungle,minecraft:jungle_sapling
regions_unexplored:towering_cliffs,minecraft:oak_sapling
regions_unexplored:cold_deciduous_forest,minecraft:oak_sapling
regions_unexplored:rainforest,minecraft:oak_sapling
regions_unexplored:chalk_cliffs,minecraft:oak_sapling
regions_unexplored:autumnal_maple_forest,regions_unexplored:maple_sapling
terralith:cave/mantle_caves,minecraft:oak_sapling
terralith:red_oasis,minecraft:oak_sapling
terralith:mirage_isles,minecraft:oak_sapling
regions_unexplored:muddy_river,minecraft:oak_sapling
terralith:skylands_spring,minecraft:oak_sapling
terralith:shield,minecraft:oak_sapling
terralith:cave/fungal_caves,minecraft:oak_sapling
regions_unexplored:blackstone_basin,minecraft:oak_sapling
regions_unexplored:barley_fields,minecraft:oak_sapling
terralith:skylands_summer,minecraft:oak_sapling
terralith:alpine_highlands,regions_unexplored:pine_sapling
terralith:scarlet_mountains,minecraft:oak_sapling
regions_unexplored:pumpkin_fields,minecraft:oak_sapling
terralith:warped_mesa,minecraft:oak_sapling
minecraft:windswept_forest,minecraft:oak_sapling
regions_unexplored:orchard,minecraft:oak_sapling
terralith:granite_cliffs,minecraft:oak_sapling
extinction:desolate_lands,minecraft:oak_sapling
regions_unexplored:fungal_fen,minecraft:oak_sapling
terralith:shield_clearing,minecraft:oak_sapling
terralith:cave/crystal_caves,minecraft:oak_sapling
minecraft:stony_peaks,minecraft:oak_sapling
minecraft:sunflower_plains,minecraft:oak_sapling
minecraft:dripstone_caves,minecraft:oak_sapling
minecraft:snowy_plains,minecraft:spruce_sapling
regions_unexplored:silver_birch_forest,minecraft:birch_sapling
